0,1,2
-1.1651002031034672,1.2353897983171085,5.0
-1.2220464349786275,-1.1484516382102,6.0
-1.184597744366806,-1.2635753906247678,6.0
-1.3758419462089564,-1.1354233656405173,6.0
-1.120304559653594,-1.3070625589313059,6.0
-1.084084615891612,-1.2303980681874507,6.0
-1.0139403674754435,-1.1574447405987265,6.0
-1.223750416760155,-1.1124787177723934,6.0
-1.1921420519697874,-1.1908676276808718,6.0
-1.1946169649166996,-1.2109692172869777,6.0
-1.1551534959045595,-1.1426780349874621,6.0
-1.1749112426572297,-1.0718305097591878,6.0
-1.2959173239720951,-1.2327837307056613,6.0
-1.1416881674320625,-1.2831862677404267,6.0
-1.0893738752612787,-1.14960413946679,6.0
-1.2127990992787911,-1.1622263892950802,6.0
-1.2414798001819405,-1.3047828495083822,6.0
-1.1393834395846958,-1.1333128310698242,6.0
-1.19190776857797,-1.2015525719861377,6.0
-1.3504118333399762,-1.2590015179040415,6.0
-1.2329164082663613,-1.1834741656434289,6.0
-1.1020632199540281,-1.2367431836675487,6.0
-1.2551650867577435,-1.1324281978352737,6.0
-1.2089616152323117,-1.2967755408190893,6.0
-1.1138404072514059,-1.2606345081885002,6.0
-1.239701986417667,-1.2730808929354123,6.0
-1.1746310624298602,-1.124079264223679,6.0
-1.2265521937014596,-1.171972580124661,6.0
-1.2333362859327826,-1.0347768771037418,6.0
-1.0937370160263524,-1.2421053605213832,6.0
-1.162640645616768,-1.1335443512502446,6.0
-1.1698570712324399,-1.2536097977221974,6.0
-1.211481079012416,-1.148606774801967,6.0
-1.168598592127455,-1.2605865098438642,6.0
-1.1683973880338403,-1.2717464471996474,6.0
-1.3507780333564234,-1.187706024563326,6.0
-1.1327399142221282,-1.168753136097094,6.0
-1.0961247839502137,-1.0762905124460362,6.0
-1.1750016100067984,-1.2454908162159748,6.0
-1.203340164115179,-1.3024625859229289,6.0
-1.2025590028802886,-1.2064238519738266,6.0
-1.187534390517425,-1.1225986482089723,6.0
-1.350364460234472,-1.1468645434908447,6.0
-1.2382266906635142,-1.1439107093239769,6.0
-1.1877208540145783,-1.2732162605078592,6.0
-1.1381798892798094,-1.252295643090216,6.0
-1.1630221794508875,-1.2418519873436562,6.0
-1.2337634370585109,-1.1920429502705132,6.0
-1.0653143787217287,-1.1509159603189112,6.0
-1.201384609701557,-1.082419254309246,6.0
-1.1978356572412256,-1.221036370586646,6.0
1.3195382188927391,1.1670532525682347,7.0
1.202320736029678,1.2288157527150767,7.0
1.144214717662451,1.2001460580608831,7.0
1.1999370402121983,1.0759222543870293,7.0
1.2719592876733434,1.2424616572699172,7.0
1.155775493135756,1.1878697061207744,7.0
1.235730061402384,1.181519310651138,7.0
1.1828350480343854,1.0972403142526646,7.0
1.2392147499251305,1.2087597028187993,7.0
1.2194072473254614,1.0920584151867216,7.0
1.3167220945340496,1.2109131703699247,7.0
1.172625072083402,1.3434770726817429,7.0
1.19679072305144,1.0974215254510578,7.0
1.17134606355014,1.038191687390421,7.0
1.2742035416194377,1.1705508185184448,7.0
1.1474935366933874,1.275835090265706,7.0
1.0832513254479554,1.2378605728704526,7.0
1.0540238293531126,1.1531782640695594,7.0
1.1148487981137012,1.303377287993214,7.0
1.3248864333450219,1.1767069302206168,7.0
1.2594488176688645,1.18727303951531,7.0
1.2401680412663243,1.1467663713280913,7.0
1.0792021764873752,1.0725016711440607,7.0
1.2270908059398484,1.3589289703201661,7.0
1.2190502790862652,1.162904851617987,7.0
1.3352001503311501,1.216779774494525,7.0
1.207172465878591,1.2178599429587906,7.0
1.190639518592601,1.1781167180952805,7.0
1.0985327602411308,1.235470181910807,7.0
1.193298363630394,1.2843639146227657,7.0
1.1739205959933692,1.065199293144133,7.0
1.1929564646708863,1.3201754347409032,7.0
1.1728878909711404,1.1370776179286852,7.0
1.115600305780175,1.125752599252873,7.0
1.1787730973038875,1.1165626660037005,7.0
1.3058990774409274,1.1800146707968837,7.0
1.20768260002488,1.301698891808133,7.0
1.3063006720070125,1.1849575076439949,7.0
1.2234741218951002,1.2519742282165616,7.0
1.1863630596197816,1.07427550546362,7.0
1.246294684276998,1.2632402579508417,7.0
1.2293804716170862,1.1346955310509481,7.0
1.1861387758169264,1.1582262654961528,7.0
1.1788072151687683,1.2917036314197452,7.0
1.3081576131137134,1.2473350144009618,7.0
1.238802139533828,1.2478448946862368,7.0
1.1991343466834032,1.1946497853294449,7.0
1.1523660919892695,1.196049574722199,7.0
1.3598023839365534,1.261450360283319,7.0
1.1758086732775508,1.166629746405372,7.0
1.2064491473598071,-1.12283465791115,8.0
1.062328409172129,-1.2980297155339537,8.0
1.037613523494388,-1.0295989822571237,8.0
1.3221764671582243,-1.0441143301682936,8.0
1.256202801365775,-1.130956602144129,8.0
1.1163190639080574,-1.0644926295771227,8.0
1.12056880018417,-1.2469543983491314,8.0
1.1732460089172343,-1.2559756526565888,8.0
1.2607792296757516,-1.2163192463731087,8.0
1.1953570641767421,-1.2147528096380336,8.0
1.2952379899294673,-1.2429180438871366,8.0
1.1876787906522237,-1.1700150364616677,8.0
1.083610923511316,-1.2341915084701842,8.0
1.2378633230696239,-1.1175414154268966,8.0
1.2114327222596968,-1.2475765432446082,8.0
1.3020018595538572,-1.2156610441891231,8.0
1.2022107208216617,-1.1871356354605438,8.0
1.195550266838044,-1.238294673053351,8.0
1.2335535191084361,-1.28234903151185,8.0
1.1645803573166922,-1.228889622471299,8.0
1.1339315940654964,-1.194024229701585,8.0
1.2101604893229017,-1.19465784777167,8.0
1.1889942296865443,-1.1610490189768805,8.0
1.3203516923437422,-1.1288584320421653,8.0
0.9783276973839694,-1.1194228134552948,8.0
1.0677852194074244,-1.3258022892354646,8.0
1.209034201105957,-1.2955313819459962,8.0
1.3098820744103385,-1.1507170790910777,8.0
1.142621031634804,-1.3161953875001542,8.0
1.223381112799051,-1.1133825116482938,8.0
1.206800356833067,-1.0672891089284073,8.0
1.237743987090326,-1.1435474201167755,8.0
1.1783572645703984,-1.1732732101184724,8.0
1.1839855837429876,-1.3333422753702577,8.0
1.3748329276746403,-1.2103843288655085,8.0
1.2081776331931973,-1.105924348507242,8.0
1.207749516428737,-1.18476332870155,8.0
1.2303398368652614,-1.2814067723952247,8.0
1.307816352303831,-1.1745062656661016,8.0
1.1568033401221767,-1.134221672161037,8.0
1.2252092770659004,-1.2673279213712143,8.0
1.2107429167911499,-1.1999551067824397,8.0
1.223689719611844,-1.1734976811200748,8.0
1.2504744245623896,-1.2849103354237166,8.0
1.2000976628419,-1.2651570633640883,8.0
1.235088608912894,-1.2941630531816675,8.0
1.0451032753199327,-1.230834951410212,8.0
1.3799648430149283,-1.1186769729871453,8.0
1.205971196220526,-1.0241957324375546,8.0
1.1862569976852202,-1.2131672720794031,8.0
7.838665543206808e-05,-0.02047385748191629,9.0
-0.07891780511506478,-0.0009109484655327885,9.0
-0.026754195708109007,-0.034021407775890904,9.0
-0.10729151658321975,-0.03470989066163725,9.0
-0.01701868691591411,-0.04581680429752967,9.0
0.044964289493857376,0.123044874662721,9.0
0.02097860080011969,0.050028063700978426,9.0
0.12889253869546366,0.03045997018838149,9.0
0.10908745797200091,-0.06369060482670312,9.0
-0.009696202470856327,0.09175269185671445,9.0
0.04774888216310548,0.0022597801221105373,9.0
0.06492271893905498,0.026906082402556958,9.0
0.03651269518101823,-0.025119222994156597,9.0
0.014762763332356005,0.02322216988340575,9.0
-0.03522981109327341,-0.1479109541298982,9.0
-0.005839835143636036,0.17360763024929093,9.0
-0.18894671040263927,-0.064578597242006,9.0
-0.016073552346870284,0.019043472932694778,9.0
0.07993568205354598,0.0737086303793315,9.0
0.09219332056840883,0.09824546796386119,9.0
-0.046418206909552694,-0.003977991540615014,9.0
-0.03534845322567553,0.030859510371861264,9.0
-0.026573995391496175,-0.06527031046869274,9.0
0.13557006474598432,-0.010628015867094411,9.0
-0.04516501417407387,0.058320069361953365,9.0
-0.08561922867735662,-0.03559613557107695,9.0
-0.049632934654868816,-0.13960204297649687,9.0
-0.18778862229077387,-0.00407875092651534,9.0
-0.046399398476336284,-0.046789730374457036,9.0
0.05440114980465857,-0.06356924556190852,9.0
0.11975828591453591,-0.12001972574495721,9.0
-0.1975211014344847,-0.015991265864907366,9.0
0.028102462823874103,0.11735876823144271,9.0
-0.034913172030208044,-0.026594122299563233,9.0
-0.012002414214854245,0.1709152272177533,9.0
-0.12790433766980128,0.024024034376628162,9.0
-0.0016072367722680366,-0.06788204443759634,9.0
-0.02709028048815608,0.007744940208863771,9.0
-0.06046914418745585,1.5669957499786478e-05,9.0
0.04694164154982225,0.05299630606381533,9.0
-0.03293833298481783,-0.019617918955353964,9.0
0.0025101961133790524,0.05997829373723259,9.0
0.011525738514091078,0.0854625948793987,9.0
0.03553358468760481,-0.11199313536947395,9.0
0.07233939165822738,-0.04617530382670379,9.0
0.037974823242098346,-0.0005640634878781148,9.0
0.06539211575856003,0.003295706832286354,9.0
0.010042321189822036,-0.11693151723842467,9.0
0.09673164932607393,0.0017752796566703132,9.0
-0.02796481812875143,0.0908199149276413,9.0
-1.1058426153193528,0.050577861323727144,10.0
-1.309276302619955,-0.0005928277136908439,10.0
-1.1560649119466893,-0.05091773830188494,10.0
-1.181225495727351,0.007675539862085722,10.0
-1.199696550008555,-0.012346099290686805,10.0
-1.1693804244652437,0.08506758850434705,10.0
-1.2682404479912746,0.07270995734599148,10.0
-1.183833408460529,0.03147598245935309,10.0
-1.280369913149736,0.009555620313941238,10.0
-1.0950273819079006,-0.0763537357097134,10.0
-1.3398465078597617,-0.12327503725628776,10.0
-1.1811859982763793,0.16864265724541957,10.0
-1.1205430294754186,0.11827225093932169,10.0
-1.192989091713357,0.09885327183170929,10.0
-1.219180129167381,0.04336008373662201,10.0
-1.2189021796838804,-0.038842012884088103,10.0
-1.1906161064148428,-0.03366832475629464,10.0
-1.107476981152138,0.013789521216714565,10.0
-1.1717008803408175,-0.02387421151010412,10.0
-1.1111539941925916,-0.05175805984867943,10.0
-1.153314579297456,-0.02481038937648831,10.0
-1.266427969916096,-0.03460136643460895,10.0
-1.2568931852781715,-0.015039994267456917,10.0
-1.2239808367764728,0.0220737478849652,10.0
-1.1600376714880118,-0.010424186392304427,10.0
-1.2018317839331647,0.02044204719114882,10.0
-1.2381752152360048,0.05007447522553019,10.0
-1.1404457176206557,0.014395336230962433,10.0
-1.0306688799627868,0.06487414361738295,10.0
-1.207938862572196,-0.02561002501874539,10.0
-1.2164177647649257,-0.035477590722079504,10.0
-1.120182836373331,-0.04934262045265408,10.0
-1.2057362046281623,-0.03742688481302022,10.0
-1.1260237007589762,-0.10030705877569247,10.0
-1.2256325630583937,-0.008620034088580433,10.0
-1.177418090903093,0.03259075672406286,10.0
-1.2152586496178426,0.06993798417826967,10.0
-1.1777435468598132,0.17448927956070556,10.0
-1.3066544351782488,0.043883093722225784,10.0
-1.2739020304515163,-0.05642774464227031,10.0
-1.0596333224173937,0.12337699162009505,10.0
-1.3312521340480152,-0.015752479330574255,10.0
-1.2046561459643128,-0.15073480874448153,10.0
-1.203452838569644,0.027813424191866803,10.0
-1.1846370342571555,-0.14102493589401036,10.0
-1.1216731995609008,0.017291870418611823,10.0
-1.20437784158911,-0.053308282483350185,10.0
-1.1496568951491917,0.06493143439655116,10.0
-1.2340891327634074,0.006334800837236017,10.0
-1.1415223665883576,-0.13820487739643594,10.0
0.12370513109558495,1.179771584403684,11.0
-0.034263929092012715,1.0123820454098087,11.0
-0.0005858117609220187,1.177398649520236,11.0
-0.037945426101998976,1.2223023365648142,11.0
0.029772781668770173,1.1246504906472032,11.0
-0.06266660803820427,1.166360562128601,11.0
0.048767903840782896,1.2396822793221967,11.0
-0.09231622044338401,1.1208411451152325,11.0
0.052102271597019925,1.3113434430979432,11.0
-0.0021973405781595713,1.1516730255140255,11.0
0.07747271894924722,1.1781096260524342,11.0
0.05131843196166129,1.3095359056500913,11.0
0.044553371517391,1.2051967566255386,11.0
0.05177940400009181,1.1545630582586768,11.0
-0.012593089194646395,1.1594152838948104,11.0
-0.014451517161186306,1.1655996015699024,11.0
-0.013136299134854245,1.1730920119221508,11.0
0.006291668931033529,1.2045022663562874,11.0
0.02095490497184885,1.2991908971039678,11.0
-0.10937970111152809,1.2916140687145272,11.0
-0.01677613990271165,1.1128599640542016,11.0
-0.012191918658175198,1.206493953768572,11.0
0.07548778242915367,1.1249311082485747,11.0
0.015368839173589869,1.2083310970484344,11.0
-0.11908462326845025,1.116154441104296,11.0
0.042433619758288625,1.249184032304688,11.0
0.0769127725144742,1.2377468955077435,11.0
0.027945709435283603,1.2086880463199934,11.0
0.08549639702679918,1.1403862242937601,11.0
-0.010033391334340632,1.2272486524207737,11.0
-0.11154569228883185,1.2926977137749458,11.0
-0.05606402235643276,1.1949265504107744,11.0
0.1524999111299577,1.1413499294346277,11.0
-0.03743225505203352,1.3104291271984283,11.0
-0.07638123787928365,1.1694489127927403,11.0
0.036492652246168863,1.2322011379612032,11.0
0.041979954002507945,1.2261987541446728,11.0
0.09513259578639358,1.27183795810028,11.0
0.0420925431572743,1.1517186346860966,11.0
-0.05045630648646327,1.065063552460351,11.0
0.04860032224772881,1.0710937561322351,11.0
0.06216273292144974,1.3305577122194647,11.0
-0.07507030281953715,1.1515996249353857,11.0
-0.03367344880129325,1.2587118135231983,11.0
-0.061048241878346565,1.1907693243403292,11.0
-0.03698788121774096,1.1822320382833105,11.0
0.09130691168429324,1.1318204209862508,11.0
0.005074182293364124,1.2192054653825153,11.0
0.060716938142795045,1.1106164929628917,11.0
0.07883323386360007,1.2307433755604804,11.0
1.233445148885172,-0.04818408602276384,12.0
1.217143061213729,-0.12026016998341066,12.0
1.2532552405087534,-0.10852118668928143,12.0
1.2003625391715003,-0.00850138008537024,12.0
1.1429377641366407,0.20306829685397113,12.0
1.1577275359739034,0.0334077543948143,12.0
1.2774958002926737,-0.08592540995386319,12.0
1.2949189293012764,-0.008637294318076793,12.0
1.271595655982689,-0.06462030707528835,12.0
1.1272012208929099,0.08554552733899752,12.0
1.235487730929187,0.00981790734090014,12.0
1.2453086528364539,0.03728805034409236,12.0
1.118374404974618,-0.15650631123087091,12.0
1.081081856719498,-0.1264373570326733,12.0
1.0431258896068971,-0.04578026950039913,12.0
1.1626361721543892,-0.0027725073406135456,12.0
1.2152010950916787,-0.027178271569432377,12.0
1.1820462704610308,0.005179703868843,12.0
1.1294870404331763,-0.050477262175936136,12.0
1.2025043138520783,-0.04793797649522534,12.0
1.1595619023320016,-0.00748559610436027,12.0
1.294457539809631,0.02253303860849737,12.0
1.176128410939325,-0.041384716819241114,12.0
1.1918739330574009,0.1585204564601539,12.0
0.9774440434397675,0.037839821899469085,12.0
1.2164395566249298,0.06134942939073521,12.0
1.1188091003511849,0.14950671508959185,12.0
1.2707773413663133,-0.003635589182148751,12.0
1.2112986964857861,-0.05064748390073753,12.0
1.20357250332408,-0.010135485782531338,12.0
1.2667208557198009,0.025289265708155297,12.0
1.1940992502798222,0.04792812917035243,12.0
1.2393194061158004,0.015748644107100956,12.0
1.0918843999118948,0.07277622015035234,12.0
1.1175330522571463,-0.07138678903738753,12.0
1.1925564291350017,0.036205434013412204,12.0
1.2995413847791368,-0.11933815202670373,12.0
1.3040319532904132,0.11571540190133695,12.0
1.167374451179447,-0.014238462670277821,12.0
1.1595664512421413,-0.0426596895117902,12.0
1.1052908799113963,-0.1194765037833851,12.0
1.1859054286723387,0.01822727431863315,12.0
1.329317152920388,-0.07078149804577791,12.0
1.0520950958894715,0.01036333618995291,12.0
1.1670239973451342,0.025188770408152115,12.0
1.1718656542645796,-0.0890405486916855,12.0
1.1512889205156958,0.056754543415676,12.0
1.2192609551977052,-0.06853112743636348,12.0
1.2616574572031183,-0.10227305700345389,12.0
1.162065046030792,0.013995093922173628,12.0
-0.050373626798994486,-1.1467006682219296,13.0
-0.003146842847651375,-1.1680520431449097,13.0
0.09511305394313194,-1.1623580269304399,13.0
0.09547270197698209,-1.1391031597289887,13.0
0.10455887121847532,-1.2739193257901131,13.0
-0.05578994898250023,-1.2892090119120378,13.0
0.0397992778641266,-1.2172057642748986,13.0
0.06461122486524537,-1.1775599010517328,13.0
0.009001701270164723,-1.0479449621616765,13.0
0.042871082064785695,-1.2018930415248965,13.0
-0.06959067625692462,-1.1158044227416444,13.0
0.0673752986392179,-1.2768753475201151,13.0
-0.010267991797670961,-1.1831809109590294,13.0
-0.11590140660590643,-1.2196670802705396,13.0
0.0989410975397679,-1.3142053793164,13.0
0.034709880146094586,-1.0661629142064908,13.0
-0.043909895848649974,-1.2320851385755491,13.0
0.015376154297749975,-1.1636314578767208,13.0
0.02808920356703058,-1.3069743039885835,13.0
-0.054025360100195166,-1.1928391447841993,13.0
-0.02243409195357509,-1.1195076982869552,13.0
-0.02277758222293349,-1.226171158865404,13.0
0.13078735881319686,-1.205773636905817,13.0
-0.06931586180526624,-1.2001689296202551,13.0
-0.01643499102338153,-1.149726490130309,13.0
0.03204315283742585,-1.2235237296641148,13.0
-0.027185263614531056,-1.2374998106150827,13.0
0.09548105263995722,-1.0575023689022767,13.0
-0.004068154160323383,-1.1600729123867621,13.0
0.025422772421632496,-1.2362013989835543,13.0
-0.036993296402801024,-1.2340380992377835,13.0
-0.13605861945378245,-1.253560031224457,13.0
0.03206595187126518,-1.1347804198179836,13.0
-0.014661837772831688,-1.2265815553754373,13.0
0.045246629667902355,-1.054781958613859,13.0
-0.06564321333846235,-1.2547767362539575,13.0
-0.030910865749862224,-1.1612563247740382,13.0
-0.060397027449769145,-1.1670730090282373,13.0
-0.050982375831944454,-1.1602420934844777,13.0
-0.022263828074469465,-1.230398314180174,13.0
0.057628880443179716,-1.2838217678498456,13.0
-0.054350137859565495,-1.1484402151074635,13.0
0.054158089669289124,-1.1853063173144482,13.0
-0.15465240409498582,-1.148949361212733,13.0
0.024660390986762124,-1.223943926370908,13.0
-0.13755989429590804,-1.1412460974841836,13.0
0.12369007317011789,-1.1645642420444233,13.0
0.0940676117856059,-1.2464934918736428,13.0
0.01307765356753287,-1.2460366451203584,13.0
-0.07923180071217494,-1.2245088009880207,13.0
